subject_equipment,predicate,object
https://www.empa.ch/digital-twin/location/NEST,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Building
https://www.empa.ch/digital-twin/location/2nd_Floor,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Floor
https://www.empa.ch/digital-twin/location/U20Z1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#HVAC_Zone
https://www.empa.ch/digital-twin/location/U20Z2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#HVAC_Zone
https://www.empa.ch/digital-twin/location/U20Z3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#HVAC_Zone
https://www.empa.ch/digital-twin/location/U20Z4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#HVAC_Zone
https://www.empa.ch/digital-twin/location/U20Z5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#HVAC_Zone
https://www.empa.ch/digital-twin/location/U20Z6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#HVAC_Zone
https://www.empa.ch/digital-twin/location/Room_270,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Room
https://www.empa.ch/digital-twin/location/Room_271,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Room
https://www.empa.ch/digital-twin/location/Room_272,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Room
https://www.empa.ch/digital-twin/location/Room_273,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Room
https://www.empa.ch/digital-twin/location/Room_274,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Room
https://www.empa.ch/digital-twin/location/Room_275,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Room
https://www.empa.ch/digital-twin/location/Room_276,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Room
https://www.empa.ch/digital-twin/location/Umar,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Space
https://www.empa.ch/digital-twin/location/2nd_Floor,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/NEST
https://www.empa.ch/digital-twin/location/Room_271,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_270
https://www.empa.ch/digital-twin/location/Room_273,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_270
https://www.empa.ch/digital-twin/location/Room_276,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_270
https://www.empa.ch/digital-twin/location/Room_270,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_271
https://www.empa.ch/digital-twin/location/Room_273,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_271
https://www.empa.ch/digital-twin/location/Room_273,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_272
https://www.empa.ch/digital-twin/location/Room_270,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_273
https://www.empa.ch/digital-twin/location/Room_271,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_273
https://www.empa.ch/digital-twin/location/Room_272,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_273
https://www.empa.ch/digital-twin/location/Room_274,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_273
https://www.empa.ch/digital-twin/location/Room_276,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_273
https://www.empa.ch/digital-twin/location/Room_273,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_274
https://www.empa.ch/digital-twin/location/Room_275,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_274
https://www.empa.ch/digital-twin/location/Room_274,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_275
https://www.empa.ch/digital-twin/location/Room_276,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_275
https://www.empa.ch/digital-twin/location/Room_270,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_276
https://www.empa.ch/digital-twin/location/Room_273,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_276
https://www.empa.ch/digital-twin/location/Room_275,https://brickschema.org/schema/Brick#isAdjacentOf,https://www.empa.ch/digital-twin/location/Room_276
https://www.empa.ch/digital-twin/location/Room_271,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/U20Z1
https://www.empa.ch/digital-twin/location/Room_272,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/U20Z2
https://www.empa.ch/digital-twin/location/Room_273,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/U20Z3
https://www.empa.ch/digital-twin/location/Room_274,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/U20Z4
https://www.empa.ch/digital-twin/location/Room_275,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/U20Z5
https://www.empa.ch/digital-twin/location/Room_276,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/U20Z6
https://www.empa.ch/digital-twin/location/Room_270,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Umar
https://www.empa.ch/digital-twin/location/Room_271,https://brickschema.org/schema/Brick#isLocationOf,https://www.empa.ch/digital-twin/location/Umar
https://www.empa.ch/digital-twin/location/Room_272,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Umar
https://www.empa.ch/digital-twin/location/Room_273,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Umar
https://www.empa.ch/digital-twin/location/Room_274,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Umar
https://www.empa.ch/digital-twin/location/Room_275,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Umar
https://www.empa.ch/digital-twin/location/Room_276,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Umar
https://www.empa.ch/digital-twin/location/Umar,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/NEST
https://www.empa.ch/digital-twin/location/Room_270,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Room
https://www.empa.ch/digital-twin/location/Room_401,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://brickschema.org/schema/Brick#Outdoor_Area
https://www.empa.ch/digital-twin/location/Room_401,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/NEST
https://www.empa.ch/digital-twin/location/Room_311,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_311,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_394,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_394,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_394,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_394,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_394,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_394,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_394,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_394,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/SFW
https://www.empa.ch/digital-twin/location/Room_221,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/VW
https://www.empa.ch/digital-twin/location/Room_221,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/VW
https://www.empa.ch/digital-twin/location/Room_306,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Hilo
https://www.empa.ch/digital-twin/location/Room_306,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Hilo
https://www.empa.ch/digital-twin/location/Room_271,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/UMAR
https://www.empa.ch/digital-twin/location/Room_271,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/UMAR
https://www.empa.ch/digital-twin/location/Room_211,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/UMAR
https://www.empa.ch/digital-twin/location/Room_211,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/UMAR
https://www.empa.ch/digital-twin/location/Room_211,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/UMAR
https://www.empa.ch/digital-twin/location/Room_211,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/UMAR
https://www.empa.ch/digital-twin/location/Room_211,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/UMAR
https://www.empa.ch/digital-twin/location/Room_211,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/UMAR
https://www.empa.ch/digital-twin/location/Room_234,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Solace
https://www.empa.ch/digital-twin/location/Room_234,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Solace
https://www.empa.ch/digital-twin/location/Room_234,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Solace
https://www.empa.ch/digital-twin/location/Room_234,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Solace
https://www.empa.ch/digital-twin/location/Room_234,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Solace
https://www.empa.ch/digital-twin/location/Room_234,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Solace
https://www.empa.ch/digital-twin/location/Room_211,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Solace
https://www.empa.ch/digital-twin/location/Room_211,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Solace
https://www.empa.ch/digital-twin/location/Room_311,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/DFAB
https://www.empa.ch/digital-twin/location/Room_311,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/DFAB
https://www.empa.ch/digital-twin/location/Room_311,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/DFAB
https://www.empa.ch/digital-twin/location/Room_311,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/DFAB
https://www.empa.ch/digital-twin/location/Room_311,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/DFAB
https://www.empa.ch/digital-twin/location/Room_311,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/DFAB
https://www.empa.ch/digital-twin/location/Room_121,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_121,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_121,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_121,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_121,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_121,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_121,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_121,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_221,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/VW
https://www.empa.ch/digital-twin/location/Room_221,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/VW
https://www.empa.ch/digital-twin/location/Room_221,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/VW
https://www.empa.ch/digital-twin/location/Room_221,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/VW
https://www.empa.ch/digital-twin/location/Room_221,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/VW
https://www.empa.ch/digital-twin/location/Room_221,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/VW
https://www.empa.ch/digital-twin/location/Room_150,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_150,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_140,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_140,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/M2C
https://www.empa.ch/digital-twin/location/Room_180,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Sprint
https://www.empa.ch/digital-twin/location/Room_180,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Sprint
https://www.empa.ch/digital-twin/location/Room_180,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Sprint
https://www.empa.ch/digital-twin/location/Room_180,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Sprint
https://www.empa.ch/digital-twin/location/Room_210,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Sprint
https://www.empa.ch/digital-twin/location/Room_210,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Sprint
https://www.empa.ch/digital-twin/location/Room_342,https://brickschema.org/schema/Brick#hasLocation,https://www.empa.ch/digital-twin/location/Hilo
